"542","garbhas","garbha","Masculine",2,,
"543","garvas","garva","Masculine",2,,
"544","galagaṇḍas","galagaṇḍa","Masculine",2,,
"545","gallas","galla","Masculine",2,,
"546","gītas","gīta","Masculine",2,,
"547","gucchas","guccha","Masculine",2,,
"548","guḍas","guḍa","Masculine",2,,
"549","guṇas","guṇa","Masculine",2,,
"550","gulas","gula","Masculine",2,,
"551","gṛdhras","gṛdhra","Masculine",2,,
"552","godhūmas","godhūma","Masculine",2,,
"553","gopālas","gopāla","Masculine",2,,
"554","goladīpas","goladīpa","Masculine",2,,
"555","goṣṭhas","goṣṭha","Masculine",2,,
"556","grahas","graha","Masculine",2,,
"557","grīṣmas","grīṣma","Masculine",2,,
"558","ghanas","ghana","Masculine",2,,
"559","gharmas","gharma","Masculine",2,,
"560","ghāsas","ghāsa","Masculine",2,,
"561","ghṛṇas","ghṛṇa","Masculine",2,,
"562","ghoṭakas","ghoṭaka","Masculine",2,,
"563","ghoras","ghora","Masculine",2,,
"564","ghoṣas","ghoṣa","Masculine",2,,
"565","ghraṃsas","ghraṃsa","Masculine",2,,
"566","cakravātas","cakravāta","Masculine",2,,
"567","caṇas","caṇa","Masculine",2,,
"568","caturas","catura","Masculine",2,,
"569","camasas","camasa","Masculine",2,,
"570","cikitsakas","cikitsaka","Masculine",2,,
"571","cikitsālayas","cikitsālaya","Masculine",2,,
"572","cumbas","cumba","Masculine",2,,
"573","coras","cora","Masculine",2,,
"574","cyupas","cyupa","Masculine",2,,
"575","chagaṇas","chagaṇa","Masculine",2,,
"576","chagalas","chagala","Masculine",2,,
"577","chāttras","chāttra","Masculine",2,,
"578","chātras","chātra","Masculine",2,,
"579","jas","ja","Masculine",2,,
"580","jagannāthas","jagannātha","Masculine",2,,
"581","janas","jana","Masculine",2,,
"582","janakas","janaka","Masculine",2,,
"583","janapadas","janapada","Masculine",2,,
"584","jambudvīpas","jambudvīpa","Masculine",2,,
"585","jambulas","jambula","Masculine",2,,
"586","jambhas","jambha","Masculine",2,,
"587","jayas","jaya","Masculine",2,,
"588","jalakaṇṭakas","jalakaṇṭaka","Masculine",2,,
"589","jaladas","jalada","Masculine",2,,
"590","javas","java","Masculine",2,,
"591","jīrṇas","jīrṇa","Masculine",2,,
"592","jyeṣṭhas","jyeṣṭha","Masculine",2,,
"593","jyotiriṅgaṇas","jyotiriṅgaṇa","Masculine",2,,
"594","jyotiṣikas","jyotiṣika","Masculine",2,,
"595","jyautiṣikas","jyautiṣika","Masculine",2,,
"596","jvaras","jvara","Masculine",2,,
"597","jhaṣas","jhaṣa","Masculine",2,,
"598","ṭiṇḍiśas","ṭiṇḍiśa","Masculine",2,,
"599","ḍakāras","ḍakāra","Masculine",2,,
"600","ḍālas","ḍāla","Masculine",2,,
"601","ḍholas","ḍhola","Masculine",2,,
"602","takvas","takva","Masculine",2,,
"603","tatas","tata","Masculine",2,,
"604","tathāgatas","tathāgata","Masculine",2,,
"605","taruṇas","taruṇa","Masculine",2,,
"606","tātas","tāta","Masculine",2,,
"607","tānas","tāna","Masculine",2,,
"608","tāpas","tāpa","Masculine",2,,
"609","tāmbūlikas","tāmbūlika","Masculine",2,,
"610","tārakas","tāraka","Masculine",2,,
"611","tārkikas","tārkika","Masculine",2,,
"612","tittiras","tittira","Masculine",2,,
"613","tilas","tila","Masculine",2,,
"614","tīkṣṇadaṃṣṭrakas","tīkṣṇadaṃṣṭraka","Masculine",2,,
"615","tukhāras","tukhāra","Masculine",2,,
"616","tuñjas","tuñja","Masculine",2,,
"617","toṣas","toṣa","Masculine",2,,
"618","tyāgas","tyāga","Masculine",2,,
"619","trāsas","trāsa","Masculine",2,,
"620","trikoṇas","trikoṇa","Masculine",2,,
"621","tryambakas","tryambaka","Masculine",2,,
"622","tvacchedas","tvaccheda","Masculine",2,,
"623","tveṣathas","tveṣatha","Masculine",2,,
"624","daṃṣṭras","daṃṣṭra","Masculine",2,,
"625","dakṣiṇas","dakṣiṇa","Masculine",2,,
"626","daṇḍas","daṇḍa","Masculine",2,,
"627","daṇḍadīpas","daṇḍadīpa","Masculine",2,,
"628","daṇḍanas","daṇḍana","Masculine",2,,
"629","dattāṃśas","dattāṃśa","Masculine",2,,
"630","dantakūrcas","dantakūrca","Masculine",2,,
"631","dantavaidyas","dantavaidya","Masculine",2,,
"632","damas","dama","Masculine",2,,
"633","darbhas","darbha","Masculine",2,,
"634","darmas","darma","Masculine",2,,
"635","dalas","dala","Masculine",2,,
"636","dāḍimas","dāḍima","Masculine",2,,
"637","dāras","dāra","Masculine",2,,
"638","dālas","dāla","Masculine",2,,
"639","dāsas","dāsa","Masculine",2,,
"640","dāhas","dāha","Masculine",2,,
"641","dineśas","dineśa","Masculine",2,,
"642","dīpas","dīpa","Masculine",2,,
"643","dīpotsavas","dīpotsava","Masculine",2,,
"644","duḥsvapnas","duḥsvapna","Masculine",2,,
"645","duras","dura","Masculine",2,,
"646","durgandhas","durgandha","Masculine",2,,
"647","dūtas","dūta","Masculine",2,,
"648","dūrabhāṣas","dūrabhāṣa","Masculine",2,,
"649","dṛḍhabījas","dṛḍhabīja","Masculine",2,,
"650","devas","deva","Masculine",2,,
"651","devaras","devara","Masculine",2,,
"652","devasarṣapas","devasarṣapa","Masculine",2,,
"653","deśas","deśa","Masculine",2,,
"654","daityas","daitya","Masculine",2,,
